# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4413840	4414037	+	WP_087890155.1	WP_087890155.1		DUF957 domain-containing protein			ECIAI39_RS21285	198	65	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4414122	4414964	+							ECIAI39_RS21290	843		old_locus_tag=ECIAI39_4246
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4414122	4414964	+	WP_001290170.1	WP_001290170.1		DUF4942 domain-containing protein			ECIAI39_RS21290	843	280	
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4415201	4415329	+							ECIAI39_RS21295	129		partial;pseudo;old_locus_tag=ECIAI39_4247
CDS	without_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4415201	4415329	+				virulence RhuM family protein			ECIAI39_RS21295	129		partial;pseudo
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4415758	4416942	+					setC		ECIAI39_RS21300	1185		old_locus_tag=ECIAI39_4248
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4415758	4416942	+	WP_001172866.1	WP_001172866.1		sugar efflux transporter	setC		ECIAI39_RS21300	1185	394	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4417053	4417976	+					yicL		ECIAI39_RS21305	924		old_locus_tag=ECIAI39_4249
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4417053	4417976	+	WP_000535959.1	WP_000535959.1		carboxylate/amino acid/amine transporter	yicL		ECIAI39_RS21305	924	307	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4417980	4418798	-					nlpA		ECIAI39_RS21310	819		old_locus_tag=ECIAI39_4250
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4417980	4418798	-	WP_000779398.1	WP_000779398.1		lipoprotein NlpA	nlpA		ECIAI39_RS21310	819	272	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4419006	4419299	+							ECIAI39_RS21315	294		old_locus_tag=ECIAI39_4251
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4419006	4419299	+	WP_001306625.1	WP_001306625.1		hypothetical protein			ECIAI39_RS21315	294	97	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4419601	4420098	+							ECIAI39_RS21320	498		old_locus_tag=ECIAI39_4252
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4419601	4420098	+	WP_000446330.1	WP_000446330.1		SycD/LcrH family type III secretion system chaperone			ECIAI39_RS21320	498	165	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4420346	4422127	+							ECIAI39_RS21325	1782		old_locus_tag=ECIAI39_4254
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4420346	4422127	+	WP_001275754.1	WP_001275754.1		YopB/SseC family type III secretion system translocon subunit			ECIAI39_RS21325	1782	593	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4422140	4423291	+							ECIAI39_RS21330	1152		old_locus_tag=ECIAI39_4255
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4422140	4423291	+	WP_000257051.1	WP_000257051.1		hypothetical protein			ECIAI39_RS21330	1152	383	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4423335	4424684	+							ECIAI39_RS21335	1350		old_locus_tag=ECIAI39_4256
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4423335	4424684	+	WP_000608462.1	WP_000608462.1		IpaD/SipD/SspD family type III secretion system needle tip protein			ECIAI39_RS21335	1350	449	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4424887	4426584	+					eilA		ECIAI39_RS21340	1698		old_locus_tag=ECIAI39_4257
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4424887	4426584	+	WP_001176825.1	WP_001176825.1		HilA family transcriptional regulator EilA	eilA		ECIAI39_RS21340	1698	565	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4426636	4435146	-							ECIAI39_RS21345	8511		old_locus_tag=ECIAI39_4258
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4426636	4435146	-	WP_000907448.1	WP_000907448.1		Ig-like domain-containing protein			ECIAI39_RS21345	8511	2836	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4435348	4436532	-					nepI		ECIAI39_RS21350	1185		old_locus_tag=ECIAI39_4259
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4435348	4436532	-	WP_001288548.1	WP_001288548.1		purine ribonucleoside efflux pump NepI	nepI		ECIAI39_RS21350	1185	394	
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4436766	4437118	+							ECIAI39_RS21355	353		pseudo;old_locus_tag=ECIAI39_4261
CDS	without_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4436766	4437118	+				type II toxin-antitoxin system RelE/ParE family toxin			ECIAI39_RS21355	353		pseudo
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4437102	4437425	+							ECIAI39_RS21360	324		old_locus_tag=ECIAI39_4262
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4437102	4437425	+	WP_000125643.1	WP_000125643.1		DNA-binding transcriptional regulator			ECIAI39_RS21360	324	107	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4437541	4437993	-					yicN		ECIAI39_RS21365	453		old_locus_tag=ECIAI39_4263
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4437541	4437993	-	WP_001572096.1	WP_001572096.1		DUF1198 domain-containing protein	yicN		ECIAI39_RS21365	453	150	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4438046	4439380	-					adeQ		ECIAI39_RS21370	1335		old_locus_tag=ECIAI39_4264
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4438046	4439380	-	WP_001349999.1	WP_001349999.1		adenine permease AdeQ	adeQ		ECIAI39_RS21370	1335	444	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4439555	4441321	+					adeD		ECIAI39_RS21375	1767		old_locus_tag=ECIAI39_4265
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4439555	4441321	+	WP_001065684.1	WP_001065684.1		adenine deaminase	adeD		ECIAI39_RS21375	1767	588	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4441368	4442759	-					uhpT		ECIAI39_RS21380	1392		old_locus_tag=ECIAI39_4266
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4441368	4442759	-	WP_000879199.1	WP_000879199.1		hexose-6-phosphate:phosphate antiporter	uhpT		ECIAI39_RS21380	1392	463	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4442897	4444216	-					uhpC		ECIAI39_RS21385	1320		old_locus_tag=ECIAI39_4267
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4442897	4444216	-	WP_000936560.1	WP_000936560.1		MFS transporter family glucose-6-phosphate receptor UhpC	uhpC		ECIAI39_RS21385	1320	439	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4444226	4445728	-					uhpB		ECIAI39_RS21390	1503		old_locus_tag=ECIAI39_4268
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4444226	4445728	-	WP_012602609.1	WP_012602609.1		signal transduction histidine-protein kinase/phosphatase UhpB	uhpB		ECIAI39_RS21390	1503	500	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4445728	4446318	-					uhpA		ECIAI39_RS21395	591		old_locus_tag=ECIAI39_4269
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4445728	4446318	-	WP_000633668.1	WP_000633668.1		transcriptional regulator UhpA	uhpA		ECIAI39_RS21395	591	196	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4446480	4447919	-							ECIAI39_RS21400	1440		old_locus_tag=ECIAI39_4270
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4446480	4447919	-	WP_001361939.1	WP_001361939.1		hypothetical protein			ECIAI39_RS21400	1440	479	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4448197	4448679	-							ECIAI39_RS21405	483		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4448197	4448679	-	WP_096963715.1	WP_096963715.1		hypothetical protein			ECIAI39_RS21405	483	160	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4449743	4450033	-					ilvN		ECIAI39_RS21410	291		old_locus_tag=ECIAI39_4272
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4449743	4450033	-	WP_001181706.1	WP_001181706.1		acetolactate synthase small subunit	ilvN		ECIAI39_RS21410	291	96	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4450037	4451725	-					ilvB		ECIAI39_RS21415	1689		old_locus_tag=ECIAI39_4273
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4450037	4451725	-	WP_000168495.1	WP_000168495.1		acetolactate synthase large subunit	ilvB		ECIAI39_RS21415	1689	562	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4451831	4451929	-					ivbL		ECIAI39_RS21420	99		old_locus_tag=ECIAI39_4944
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4451831	4451929	-	WP_001300753.1	WP_001300753.1		ilvB operon leader peptide IvbL	ivbL		ECIAI39_RS21420	99	32	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4452494	4452583	+					tisB		ECIAI39_RS21425	90		old_locus_tag=ECIAI39_4276
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4452494	4452583	+	WP_000060506.1	WP_000060506.1		type I toxin-antitoxin system toxin TisB	tisB		ECIAI39_RS21425	90	29	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4452863	4454047	+					emrD		ECIAI39_RS21430	1185		old_locus_tag=ECIAI39_4277
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4452863	4454047	+	WP_001306726.1	WP_001306726.1		multidrug efflux MFS transporter EmrD	emrD		ECIAI39_RS21430	1185	394	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4454055	4454552	-					yidF		ECIAI39_RS21435	498		old_locus_tag=ECIAI39_4278
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4454055	4454552	-	WP_000148045.1	WP_000148045.1		radical SAM protein	yidF		ECIAI39_RS21435	498	165	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4454549	4454911	-					yidG		ECIAI39_RS21440	363		old_locus_tag=ECIAI39_4279
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4454549	4454911	-	WP_001113432.1	WP_001113432.1		DUF202 domain-containing protein	yidG		ECIAI39_RS21440	363	120	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4454901	4455248	-					yidH		ECIAI39_RS21445	348		old_locus_tag=ECIAI39_4280
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4454901	4455248	-	WP_000703959.1	WP_000703959.1		YidH family protein	yidH		ECIAI39_RS21445	348	115	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4455308	4456801	-					yidJ		ECIAI39_RS21450	1494		old_locus_tag=ECIAI39_4281
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4455308	4456801	-	WP_000828492.1	WP_000828492.1		sulfatase-like hydrolase/transferase	yidJ		ECIAI39_RS21450	1494	497	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4456798	4458513	-					yidK		ECIAI39_RS21455	1716		old_locus_tag=ECIAI39_4282
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4456798	4458513	-	WP_001087114.1	WP_001087114.1		solute:sodium symporter family transporter	yidK		ECIAI39_RS21455	1716	571	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4458680	4459573	+					yidL		ECIAI39_RS21460	894		old_locus_tag=ECIAI39_4283
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4458680	4459573	+	WP_015674792.1	WP_015674792.1		AraC family transcriptional regulator	yidL		ECIAI39_RS21460	894	297	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4459570	4460892	-							ECIAI39_RS21465	1323		old_locus_tag=ECIAI39_4284
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4459570	4460892	-	WP_000160113.1	WP_000160113.1		6-phospho-alpha-glucosidase			ECIAI39_RS21465	1323	440	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4460892	4462508	-							ECIAI39_RS21470	1617		old_locus_tag=ECIAI39_4285
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4460892	4462508	-	WP_000952127.1	WP_000952127.1		PTS sugar transporter subunit IIB			ECIAI39_RS21470	1617	538	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4462804	4463520	+					yidP		ECIAI39_RS21475	717		old_locus_tag=ECIAI39_4286
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4462804	4463520	+	WP_001300779.1	WP_001300779.1		GntR family transcriptional regulator	yidP		ECIAI39_RS21475	717	238	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4463517	4465178	-					yidE		ECIAI39_RS21480	1662		old_locus_tag=ECIAI39_4287
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4463517	4465178	-	WP_001279763.1	WP_001279763.1		putative transporter	yidE		ECIAI39_RS21480	1662	553	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4465374	4465802	-					ibpB		ECIAI39_RS21485	429		old_locus_tag=ECIAI39_4288
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4465374	4465802	-	WP_001243427.1	WP_001243427.1		heat shock chaperone IbpB	ibpB		ECIAI39_RS21485	429	142	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4465914	4466327	-					ibpA		ECIAI39_RS21490	414		old_locus_tag=ECIAI39_4289
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4465914	4466327	-	WP_001243437.1	WP_001243437.1		heat shock chaperone IbpA	ibpA		ECIAI39_RS21490	414	137	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4466633	4466965	+					yidQ		ECIAI39_RS21495	333		old_locus_tag=ECIAI39_4290
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4466633	4466965	+	WP_001305004.1	WP_001305004.1		YceK/YidQ family lipoprotein	yidQ		ECIAI39_RS21495	333	110	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4466967	4468181	-					yidR		ECIAI39_RS21500	1215		old_locus_tag=ECIAI39_4291
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4466967	4468181	-	WP_012602614.1	WP_012602614.1		DUF3748 domain-containing protein	yidR		ECIAI39_RS21500	1215	404	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4468282	4469346	+					cbrA		ECIAI39_RS21505	1065		old_locus_tag=ECIAI39_4292
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4468282	4469346	+	WP_012602615.1	WP_012602615.1		colicin M resistance lipid reductase CbrA	cbrA		ECIAI39_RS21505	1065	354	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4469343	4470680	-					dgoT		ECIAI39_RS21510	1338		old_locus_tag=ECIAI39_4293
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4469343	4470680	-	WP_000253455.1	WP_000253455.1		MFS transporter	dgoT		ECIAI39_RS21510	1338	445	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4470755	4471903	-					dgoD		ECIAI39_RS21515	1149		old_locus_tag=ECIAI39_4294
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4470755	4471903	-	WP_000705012.1	WP_000705012.1		galactonate dehydratase	dgoD		ECIAI39_RS21515	1149	382	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4471900	4472517	-					dgoA		ECIAI39_RS21520	618		old_locus_tag=ECIAI39_4295
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4471900	4472517	-	WP_001198732.1	WP_001198732.1		2-dehydro-3-deoxy-6-phosphogalactonate aldolase	dgoA		ECIAI39_RS21520	618	205	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4472501	4473379	-					dgoK		ECIAI39_RS21525	879		old_locus_tag=ECIAI39_4296
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4472501	4473379	-	WP_000127117.1	WP_000127117.1		2-dehydro-3-deoxygalactonokinase	dgoK		ECIAI39_RS21525	879	292	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4473376	4474065	-					dgoR		ECIAI39_RS21530	690		old_locus_tag=ECIAI39_4297
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4473376	4474065	-	WP_000174305.1	WP_000174305.1		D-galactonate utilization transcriptional regulator DgoR	dgoR		ECIAI39_RS21530	690	229	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4474343	4474999	+							ECIAI39_RS21535	657		old_locus_tag=ECIAI39_4298
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4474343	4474999	+	WP_000772926.1	WP_000772926.1		hypothetical protein			ECIAI39_RS21535	657	218	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4475043	4475855	-					yidA		ECIAI39_RS21540	813		old_locus_tag=ECIAI39_4299
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4475043	4475855	-	WP_000985549.1	WP_000985549.1		sugar-phosphatase	yidA		ECIAI39_RS21540	813	270	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4475970	4476368	-					yidB		ECIAI39_RS21545	399		old_locus_tag=ECIAI39_4300
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4475970	4476368	-	WP_012602617.1	WP_012602617.1		YidB family protein	yidB		ECIAI39_RS21545	399	132	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4476539	4477887	-							ECIAI39_RS21550	1349		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4476539	4477887	-	WP_102818574.1	WP_102818574.1		IS3 family transposase			ECIAI39_RS21550	1350	449	ribosomal_slippage
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4478043	4480457	-					gyrB		ECIAI39_RS21555	2415		old_locus_tag=ECIAI39_4303
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4478043	4480457	-	WP_000072061.1	WP_000072061.1		DNA topoisomerase (ATP-hydrolyzing) subunit B	gyrB		ECIAI39_RS21555	2415	804	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4480486	4481559	-					recF		ECIAI39_RS21560	1074		old_locus_tag=ECIAI39_4304
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4480486	4481559	-	WP_000060114.1	WP_000060114.1		DNA replication/repair protein RecF	recF		ECIAI39_RS21560	1074	357	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4481559	4482659	-					dnaN		ECIAI39_RS21565	1101		old_locus_tag=ECIAI39_4305
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4481559	4482659	-	WP_000673464.1	WP_000673464.1		DNA polymerase III subunit beta	dnaN		ECIAI39_RS21565	1101	366	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4482664	4484067	-					dnaA		ECIAI39_RS21570	1404		old_locus_tag=ECIAI39_4306
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4482664	4484067	-	WP_000059111.1	WP_000059111.1		chromosomal replication initiator protein DnaA	dnaA		ECIAI39_RS21570	1404	467	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4484364	4484444	+							ECIAI39_RS21575	81		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4484364	4484444	+	WP_122134670.1	WP_122134670.1		hypothetical protein			ECIAI39_RS21575	81	26	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4484674	4484814	+					rpmH		ECIAI39_RS21580	141		old_locus_tag=ECIAI39_4307
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4484674	4484814	+	WP_000831330.1	WP_000831330.1		50S ribosomal protein L34	rpmH		ECIAI39_RS21580	141	46	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4484831	4485190	+					rnpA		ECIAI39_RS21585	360		old_locus_tag=ECIAI39_4308
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4484831	4485190	+	WP_000239730.1	WP_000239730.1		ribonuclease P protein component	rnpA		ECIAI39_RS21585	360	119	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4485154	4485411	+					yidD		ECIAI39_RS21590	258		old_locus_tag=ECIAI39_4309
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4485154	4485411	+	WP_001307474.1	WP_001307474.1		membrane protein insertion efficiency factor YidD	yidD		ECIAI39_RS21590	258	85	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4485414	4487060	+					yidC		ECIAI39_RS21595	1647		old_locus_tag=ECIAI39_4310
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4485414	4487060	+	WP_000378258.1	WP_000378258.1		membrane protein insertase YidC	yidC		ECIAI39_RS21595	1647	548	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4487166	4488530	+					mnmE		ECIAI39_RS21600	1365		old_locus_tag=ECIAI39_4311
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4487166	4488530	+	WP_001282365.1	WP_001282365.1		tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	mnmE		ECIAI39_RS21600	1365	454	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4488772	4488846	+					tnaC		ECIAI39_RS21605	75		old_locus_tag=ECIAI39_4945
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4488772	4488846	+	WP_001364348.1	WP_001364348.1		tryptophanase leader peptide	tnaC		ECIAI39_RS21605	75	24	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4489066	4490481	+					tnaA		ECIAI39_RS21610	1416		old_locus_tag=ECIAI39_4312
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4489066	4490481	+	WP_001295247.1	WP_001295247.1		tryptophanase	tnaA		ECIAI39_RS21610	1416	471	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4490573	4491820	+					tnaB		ECIAI39_RS21615	1248		old_locus_tag=ECIAI39_4313
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4490573	4491820	+	WP_000132071.1	WP_000132071.1		low affinity tryptophan permease TnaB	tnaB		ECIAI39_RS21615	1248	415	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4491953	4493128	+					mdtL		ECIAI39_RS21620	1176		old_locus_tag=ECIAI39_4314
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4491953	4493128	+	WP_000086002.1	WP_000086002.1		multidrug efflux MFS transporter MdtL	mdtL		ECIAI39_RS21620	1176	391	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4493103	4494062	+					yidZ		ECIAI39_RS21625	960		old_locus_tag=ECIAI39_4315
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4493103	4494062	+	WP_001361797.1	WP_001361797.1		HTH-type transcriptional regulator YidZ	yidZ		ECIAI39_RS21625	960	319	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4494219	4494968	+					yieE		ECIAI39_RS21630	750		old_locus_tag=ECIAI39_4316
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4494219	4494968	+	WP_015674793.1	WP_015674793.1		4'-phosphopantetheinyl transferase superfamily protein	yieE		ECIAI39_RS21630	750	249	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4494990	4495556	+					yieF		ECIAI39_RS21635	567		old_locus_tag=ECIAI39_4317
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4494990	4495556	+	WP_001291260.1	WP_001291260.1		class I chromate reductase YieF	yieF		ECIAI39_RS21635	567	188	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4495610	4496947	-					adeP		ECIAI39_RS21640	1338		old_locus_tag=ECIAI39_4318
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4495610	4496947	-	WP_012602618.1	WP_012602618.1		adenine permease AdeP	adeP		ECIAI39_RS21640	1338	445	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4497114	4497779	+					yieH		ECIAI39_RS21645	666		old_locus_tag=ECIAI39_4319
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4497114	4497779	+	WP_000078050.1	WP_000078050.1		6-phosphogluconate phosphatase	yieH		ECIAI39_RS21645	666	221	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4497916	4500324	-							ECIAI39_RS21650	2409		old_locus_tag=ECIAI39_4320
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	4497916	4500324	-	WP_000225923.1	WP_000225923.1		hypothetical protein			ECIAI39_RS21650	2409	802	
