# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	88434	90080	-							BACT_0147	1647		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	88434	90080	-	KFI39317.1			putative adhesion exoprotein			BACT_0147	1647	548	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	90255	90875	-							BACT_0148	621		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	90255	90875	-	KFI39318.1			MarR family transcriptional regulator			BACT_0148	621	206	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	91309	95163	+							BACT_0149	3855		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	91309	95163	+	KFI39319.1			helicase			BACT_0149	3855	1284	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	95302	95679	+							BACT_0150	378		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	95302	95679	+	KFI39320.1			endoribonuclease L-PSP			BACT_0150	378	125	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	95676	97010	+							BACT_0151	1335		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	95676	97010	+	KFI39321.1			serine transporter			BACT_0151	1335	444	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	97056	98357	+							BACT_0152	1302		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	97056	98357	+	KFI39322.1			putative Serine dehydratase alpha chain domain protein			BACT_0152	1302	433	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	98481	99305	+							BACT_0153	825		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	98481	99305	+	KFI39323.1			putative transcriptional regulator			BACT_0153	825	274	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	99345	100769	-							BACT_0154	1425		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	99345	100769	-	KFI39324.1			putative PucR family transcriptional regulator			BACT_0154	1425	474	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	100790	101968	+							BACT_0155	1179		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	100790	101968	+	KFI39325.1			Biotin-(acetil-CoA-carboxilase)-ligase			BACT_0155	1179	392	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	101965	103884	+							BACT_0156	1920		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	101965	103884	+	KFI39326.1			acetyl-/propionyl-CoA carboxylase alpha chain			BACT_0156	1920	639	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	103884	105614	+							BACT_0157	1731		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	103884	105614	+	KFI39327.1			propionyl-CoA carboxylase beta chain			BACT_0157	1731	576	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	105673	115062	+							BACT_0158	9390		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	105673	115062	+	KFI39328.1			fatty acid synthase Fas			BACT_0158	9390	3129	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	115131	115394	-							BACT_0159	264		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	115131	115394	-	KFI39329.1			hypothetical protein			BACT_0159	264	87	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	115402	115497	-							BACT_0160	96		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	115402	115497	-	KFI39330.1			hypothetical protein			BACT_0160	96	31	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	115577	116089	-							BACT_0161	513		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	115577	116089	-	KFI39331.1			transcriptional regulator, TetR family			BACT_0161	513	170	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	116234	116704	+							BACT_0162	471		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	116234	116704	+	KFI39332.1			Holo-[acyl-carrier protein] synthase, belongs to 4-phosphopantetheinyl transferase superfamily			BACT_0162	471	156	
gene	tRNA	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	117198	117271	+							BACT_tRNA6	74		
tRNA		GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	117198	117271	+				tRNA-Gly			BACT_tRNA6	74		
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	118205	118462	+							BACT_0163	258		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	118205	118462	+	KFI39333.1			putative PfkB domain-containing protein			BACT_0163	258	85	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	118629	118895	+							BACT_0164	267		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	118629	118895	+	KFI39334.1			ribokinase			BACT_0164	267	88	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	119257	119538	-							BACT_0165	282		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	119257	119538	-	KFI39335.1			hypothetical protein			BACT_0165	282	93	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	120062	123220	+							BACT_0166	3159		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	120062	123220	+	KFI39336.1			hypothetical protein			BACT_0166	3159	1052	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	124101	127226	+							BACT_0167	3126		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	124101	127226	+	KFI39337.1			CRISPR-associated helicase Cas3			BACT_0167	3126	1041	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	127449	129131	+							BACT_0168	1683		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	127449	129131	+	KFI39338.1			CRISPR-associated protein, Cse1 family			BACT_0168	1683	560	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	129176	129871	+							BACT_0169	696		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	129176	129871	+	KFI39339.1			CRISPR-associated protein, Cse2 family			BACT_0169	696	231	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	129927	131063	+							BACT_0170	1137		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	129927	131063	+	KFI39340.1			CRISPR-associated protein, Cse4 family			BACT_0170	1137	378	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	131066	131779	+							BACT_0171	714		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	131066	131779	+	KFI39341.1			CRISPR-associated protein, Cas5e family			BACT_0171	714	237	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	131788	132489	+							BACT_0172	702		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	131788	132489	+	KFI39342.1			CRISPR-associated protein, Cse3 family			BACT_0172	702	233	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	132486	133583	+							BACT_0173	1098		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	132486	133583	+	KFI39343.1			CRISPR-associated protein, Cas1 family			BACT_0173	1098	365	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	133605	133967	+							BACT_0174	363		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	133605	133967	+	KFI39344.1			CRISPR-associated protein Cas2			BACT_0174	363	120	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	139013	139270	-							BACT_0177	258		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	139013	139270	-	KFI39345.1			hypothetical protein			BACT_0177	258	85	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	140090	140356	+							BACT_0178	267		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	140090	140356	+	KFI39346.1			hypothetical protein			BACT_0178	267	88	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	140979	142181	+							BACT_0179	1203		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	140979	142181	+	KFI39347.1			major facilitator superfamily permease			BACT_0179	1203	400	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	142351	142620	+							BACT_0180	270		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	142351	142620	+	KFI39348.1			30S ribosomal protein S15			BACT_0180	270	89	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	142721	142846	+							BACT_0181	126		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	142721	142846	+	KFI39349.1			hypothetical protein			BACT_0181	126	41	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	142888	145647	+							BACT_0182	2760		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	142888	145647	+	KFI39350.1			polyribonucleotide nucleotidyltransferase			BACT_0182	2760	919	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	145757	146350	+							BACT_0183	594		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	145757	146350	+	KFI39351.1			LemA-like protein			BACT_0183	594	197	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	146417	148792	+							BACT_0184	2376		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	146417	148792	+	KFI39352.1			hypothetical protein			BACT_0184	2376	791	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	148911	149777	+							BACT_0185	867		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	148911	149777	+	KFI39353.1			Oxidoreductase, aldo/keto reductase family			BACT_0185	867	288	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	149784	150776	+							BACT_0186	993		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	149784	150776	+	KFI39354.1			hypothetical protein			BACT_0186	993	330	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	150821	151507	+							BACT_0187	687		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	150821	151507	+	KFI39355.1			Pyrrolidone-carboxylate peptidase			BACT_0187	687	228	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	151676	153232	+							BACT_0188	1557		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	151676	153232	+	KFI39356.1			putative cell division initiation protein			BACT_0188	1557	518	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	153368	154732	+							BACT_0189	1365		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	153368	154732	+	KFI39357.1			Aminopeptidase C			BACT_0189	1365	454	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	154918	155658	+							BACT_0190	741		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	154918	155658	+	KFI39358.1			5'-methylthioadenosine nucleosidase/S-adenosylhomocysteine nucleosidase			BACT_0190	741	246	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	155924	156445	+							BACT_0191	522		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	155924	156445	+	KFI39359.1			ribosomal protein L10			BACT_0191	522	173	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	156556	156936	+							BACT_0192	381		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	156556	156936	+	KFI39360.1			ribosomal protein L7/L12			BACT_0192	381	126	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	157476	158627	+							BACT_0193	1152		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	157476	158627	+	KFI39361.1			putative forkhead-associated protein			BACT_0193	1152	383	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	158634	162407	+							BACT_0194	3774		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	158634	162407	+	KFI39362.1			putative superfamily I DNA and RNA helicases and helicase subunit			BACT_0194	3774	1257	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	162404	162652	+							BACT_0195	249		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	162404	162652	+	KFI39363.1			hypothetical protein			BACT_0195	249	82	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	162643	163161	-							BACT_0196	519		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	162643	163161	-	KFI39364.1			large-conductance mechanosensitive channel			BACT_0196	519	172	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	163279	163992	-							BACT_0197	714		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	163279	163992	-	KFI39365.1			SAF domain protein			BACT_0197	714	237	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	164092	164355	-							BACT_0198	264		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	164092	164355	-	KFI39366.1			putative Type I antifreeze protein, regulatory protein of the FmdB family			BACT_0198	264	87	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	164452	165144	+							BACT_0199	693		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	164452	165144	+	KFI39367.1			Ribosomal-protein-S5-alanine acetyltransferase			BACT_0199	693	230	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	165178	166308	+							BACT_0200	1131		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	165178	166308	+	KFI39368.1			putative YjbE family integral membrane protein			BACT_0200	1131	376	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	166478	166771	+							BACT_0201	294		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	166478	166771	+	KFI39369.1			chaperone GroES			BACT_0201	294	97	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	167026	167520	+							BACT_0202	495		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	167026	167520	+	KFI39370.1			ribonucleotide reductase stimulatory protein NrdI			BACT_0202	495	164	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	167610	169802	+							BACT_0203	2193		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	167610	169802	+	KFI39371.1			ribonucleotide-diphosphate reductase subunit alpha			BACT_0203	2193	730	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	169893	170888	+							BACT_0204	996		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	169893	170888	+	KFI39372.1			ribonucleoside-diphosphate reductase subunit beta NrdF			BACT_0204	996	331	
gene	tRNA	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	171017	171098	+							BACT_tRNA7	82		
tRNA		GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	171017	171098	+				tRNA-Tyr			BACT_tRNA7	82		
gene	tRNA	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	171100	171171	+							BACT_tRNA8	72		
tRNA		GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	171100	171171	+				tRNA-Thr			BACT_tRNA8	72		
gene	tRNA	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	171176	171252	+							BACT_tRNA9	77		
tRNA		GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	171176	171252	+				tRNA-Met			BACT_tRNA9	77		
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	171295	171462	+							BACT_0205	168		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	171295	171462	+	KFI39373.1			50S ribosomal protein L33			BACT_0205	168	55	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	171493	172842	+							BACT_0206	1350		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	171493	172842	+	KFI39374.1			UDP-N-acetylenolpyruvoylglucosamine reductase			BACT_0206	1350	449	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	173003	175669	+							BACT_0207	2667		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	173003	175669	+	KFI39375.1			aconitate hydratase			BACT_0207	2667	888	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	175844	176776	+							BACT_0208	933		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	175844	176776	+	KFI39376.1			Auxin Efflux Carrier			BACT_0208	933	310	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	176846	178024	+							BACT_0209	1179		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	176846	178024	+	KFI39377.1			malic enzyme, NAD binding domain protein			BACT_0209	1179	392	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	178021	178326	+							BACT_0210	306		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	178021	178326	+	KFI39378.1			citrate lyase subunit gamma			BACT_0210	306	101	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	178314	179192	+							BACT_0211	879		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	178314	179192	+	KFI39379.1			citrate lyase beta subunit			BACT_0211	879	292	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	179192	180742	+							BACT_0212	1551		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	179192	180742	+	KFI39380.1			citrate lyase alpha subunit			BACT_0212	1551	516	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	180783	181547	+							BACT_0213	765		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	180783	181547	+	KFI39381.1			citrate catabolism transcriptional regulator, GntR family			BACT_0213	765	254	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	181544	182581	+							BACT_0214	1038		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	181544	182581	+	KFI39382.1			citrate lyase ligase			BACT_0214	1038	345	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	182565	183104	+							BACT_0215	540		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	182565	183104	+	KFI39383.1			2'-(5''-triphosphoribosyl)-3'-dephospho-CoA:apo- citrate lyase			BACT_0215	540	179	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	183160	183855	+							BACT_0216	696		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	183160	183855	+	KFI39384.1			Transcriptional regulator			BACT_0216	696	231	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	183908	184699	+							BACT_0217	792		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	183908	184699	+	KFI39385.1			triphosphoribosyl-dephospho-CoA synthetase			BACT_0217	792	263	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	184801	186324	+							BACT_0218	1524		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	184801	186324	+	KFI39386.1			amino acid permease			BACT_0218	1524	507	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	186384	186704	+							BACT_0219	321		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	186384	186704	+	KFI39387.1			ferredoxin			BACT_0219	321	106	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	186825	188099	-							BACT_0220	1275		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	186825	188099	-	KFI39388.1			DNA polymerase IV			BACT_0220	1275	424	
gene	tRNA	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	188277	188366	+							BACT_tRNA10	90		
tRNA		GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	188277	188366	+				tRNA-Ser			BACT_tRNA10	90		
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	188711	189445	+							BACT_0221	735		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	188711	189445	+	KFI39389.1			glycerol uptake facilitator			BACT_0221	735	244	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	189628	190329	-							BACT_0222	702		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	189628	190329	-	KFI39390.1			putative IMPACT family member YigZ			BACT_0222	702	233	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	190760	191377	+							BACT_0223	618		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	190760	191377	+	KFI39391.1			putative AbrB family trancriptional regulator			BACT_0223	618	205	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	191628	192077	+							BACT_0224	450		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	191628	192077	+	KFI39392.1			50S ribosomal protein L13			BACT_0224	450	149	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	192089	192583	+							BACT_0225	495		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	192089	192583	+	KFI39393.1			30S ribosomal protein S9			BACT_0225	495	164	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	192847	193596	+							BACT_0226	750		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	192847	193596	+	KFI39394.1			hypothetical protein			BACT_0226	750	249	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	193901	196636	+							BACT_0227	2736		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	193901	196636	+	KFI39395.1			aldehyde-alcohol dehydrogenase 2			BACT_0227	2736	911	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	197322	197630	+							BACT_0228	309		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	197322	197630	+	KFI39396.1			30S ribosomal protein S10			BACT_0228	309	102	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	197647	198300	+							BACT_0229	654		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	197647	198300	+	KFI39397.1			50S ribosomal protein L3			BACT_0229	654	217	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	198306	198980	+							BACT_0230	675		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	198306	198980	+	KFI39398.1			50S ribosomal protein L4			BACT_0230	675	224	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	198986	199282	+							BACT_0231	297		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	198986	199282	+	KFI39399.1			50S ribosomal protein L23			BACT_0231	297	98	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	199317	200147	+							BACT_0232	831		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	199317	200147	+	KFI39400.1			50S ribosomal protein L2			BACT_0232	831	276	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	200163	200441	+							BACT_0233	279		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	200163	200441	+	KFI39401.1			30S ribosomal protein S19			BACT_0233	279	92	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	200462	200821	+							BACT_0234	360		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000002.1	200462	200821	+	KFI39402.1			50S ribosomal protein L22			BACT_0234	360	119	
